TotalFile:87245	PakTime:2011-12-8 10:57:19	PakTimeSave:4ee0278f	CRC:66097dc7
Index	ID	Time	FileName	Size	InPakSize	ComprFlag	CRC
42196	828c8709	2006-12-9 20:4:3	\maps\西南南区\点苍山\凤眼洞迷宫\v_097\110_region_s.dat	2234	191	4	7d389ad7
42197	828cde86	2006-12-9 20:3:54	\maps\西南北区\青城山\响水洞迷宫\v_096\105_region_s.dat	2173	247	4	5cfcf6c8
42198	82900e94	2006-12-9 20:3:57	\maps\西南北区\唐门\唐门\v_177\240_region_s.dat	2173	242	4	7a901df
42199	82903c97	2006-12-9 20:3:57	\maps\西南南区\翠烟门\翠烟\v_039\029_region_s.dat	2295	221	4	e31ebeea
42200	82916e58	2006-12-9 20:2:56	\maps\东北区\长白山\长白山脚\v_080\073_region_s.dat	2100	162	4	3276fe4d
42201	8292077a	2008-8-21 15:25:55	\maps\特殊用地\箭塔战场\v_121\113_region_s.dat	2100	54	4	70849d41
42202	829299dd	2006-12-9 20:3:6	\maps\两湖区\天王帮\青螺岛山洞\v_097\106_region_s.dat	2100	75	4	6b7de64a
42203	8292d4ac	2010-11-22 9:15:39	\maps\特殊用地\tianchimijing1\v_098\098_region_s.dat	2100	138	4	475149ab
42204	8293233a	2006-12-9 20:3:38	\maps\西北南区\冰河洞迷宫\v_098\109_region_s.dat	2234	217	4	e269eb6f
42205	8293e263	2006-12-9 20:2:57	\maps\江南区\五毒教\五毒\v_115\089_region_s.dat	2356	286	4	65587580
42206	82946cde	2006-12-9 20:3:47	\maps\西南北区\成都\成都\v_154\211_region_s.dat	2484	346	4	49a23349
42207	82947b67	2006-12-9 20:2:58	\maps\江南区\西山屿\v_087\074_region_s.dat	2234	141	4	d2037b34
42208	8294f869	2011-6-27 18:7:4	\maps\特殊用地\yandibaozangzhunbeiditu\v_135\129_region_s.dat	2100	98	4	e19d9875
42209	82953f6d	2006-12-7 8:13:7	\maps\特殊用地\剑门关ib\v_112\111_region_s.dat	2100	170	4	bb619296
42210	8295ab9c	2006-12-9 20:4:38	\maps\中原南区\天牢\v_101\102_region_s.dat	2100	110	4	1e0adc65
42211	82963bff	2006-12-9 20:4:37	\maps\中原南区\蜀冈山\蜀冈山\v_104\124_region_s.dat	2100	92	4	cf64bba2
42212	8297b371	2006-12-9 20:4:43	\maps\中原南区\扬州\v_106\109_region_s.dat	2234	216	4	266bc3a5
42213	829856e9	2006-12-9 20:4:41	\maps\中原南区\襄阳\襄阳\v_110\092_region_s.dat	2295	132	4	a65f6905
42214	8299061e	2006-12-9 20:3:52	\maps\西南北区\江津村\v_196\213_region_s.dat	2100	109	4	bbb707f8
42215	82999815	2006-12-9 20:3:44	\maps\西北南区\秦陵\秦陵\v_090\143_region_s.dat	2100	125	4	82120198
42216	8299cb05	2006-12-9 20:4:5	\maps\西南南区\天龙寺\天龙寺\v_080\088_region_s.dat	2100	188	4	ac2a1c36
42217	8299d64e	2006-12-9 20:2:57	\maps\江南区\五毒教\五毒\v_090\103_region_s.dat	2173	143	4	e249cfca
42218	829a7aa6	2010-5-19 10:1:28	\maps\特殊用地\qichengdazhan\bianjingzhanchang\v_112\115_region_s.dat	2100	137	4	dc1795bb
42219	829b09b7	2006-12-9 20:2:57	\maps\江南区\清溪洞迷宫\v_091\104_region_s.dat	2100	148	4	d8ea1d11
42220	829ba48e	2006-12-9 20:3:6	\maps\两湖区\天王帮\天王岛山洞\v_102\098_region_s.dat	2100	37	4	5ae51fb7
42221	829bd077	2008-8-21 15:25:11	\maps\特殊用地\箭塔战场\v_107\134_region_s.dat	2100	29	4	5023d716
42222	829c574d	2007-5-17 2:40:22	\maps\特殊用地\武林第一帮\v_089\117_region_s.dat	2100	128	4	1af4c70b
42223	829deab2	2006-12-9 20:4:33	\maps\中原南区\伏牛山\鸡冠洞迷宫\v_086\097_region_s.dat	2173	187	4	ea758976
42224	829e1ab6	2006-12-9 20:3:11	\maps\特殊用地\任务用地\同伴剧情任务\紫霞岭\v_097\112_region_s.dat	2100	150	4	ab83cf51
42225	829f063f	2006-12-9 20:3:57	\maps\西南南区\翠烟门\翠烟\v_044\032_region_s.dat	2356	270	4	2b34dbe5
42226	829f2eec	2006-12-9 20:3:8	\maps\特殊用地\端午节地图\v_100\094_region_s.dat	2100	194	4	a0b6b835
42227	829fc71e	2006-12-9 20:3:28	\maps\西北北区\古阳洞迷宫\v_102\091_region_s.dat	2100	99	4	d9b229b9
42228	82a0b20a	2007-11-9 0:33:39	\maps\特殊用地\炎帝宝藏\v_110\112_region_s.dat	2100	48	4	e0d4913f
42229	82a0d727	2006-12-9 20:3:43	\maps\西北南区\剑阁西北\剑阁西北\v_123\058_region_s.dat	2100	64	4	2ff401a9
42230	82a12621	2006-12-9 20:3:6	\maps\两湖区\武陵山\武陵\v_092\087_region_s.dat	2295	176	4	5e0e6ba9
42231	82a354b4	2006-12-9 20:3:49	\maps\西南北区\剑阁西南\v_127\216_region_s.dat	2234	195	4	77f09101
42232	82a3c885	2006-12-9 20:2:56	\maps\东北区\长白山\长白山脚\v_076\078_region_s.dat	2100	57	4	4b6d5c5b
42233	82a41a0a	2006-12-9 20:3:48	\maps\西南北区\成都\成都\v_162\171_region_s.dat	2100	113	4	dbba09c9
42234	82a57d47	2006-12-9 20:4:3	\maps\西南南区\点苍山\凤眼洞迷宫\v_096\106_region_s.dat	2100	149	4	e46006b9
42235	82a73662	2006-12-9 20:2:56	\maps\东北区\长白山\长白山北麓\v_128\112_region_s.dat	2417	126	4	6f457f2d
42236	82a7afe8	2006-12-9 20:4:36	\maps\中原南区\蜀冈山\荐菊洞密宫\v_100\099_region_s.dat	2234	208	4	9917632c
42237	82a7b1da	2006-12-9 20:2:57	\maps\江南区\临安\临安\v_105\094_region_s.dat	2100	164	4	da6d2b38
42238	82a9322b	2010-5-19 9:55:7	\maps\特殊用地\qichengdazhan\xiangyangzhanchang\v_102\116_region_s.dat	2100	221	4	8b6c85e3
42239	82a9ca06	2006-12-9 20:4:33	\maps\中原南区\伏牛山\伏牛山东\v_111\103_region_s.dat	2252	283	4	73f22076
42240	82a9e9d4	2006-12-9 20:4:3	\maps\西南南区\点苍山\龙眼洞迷宫\v_090\092_region_s.dat	2234	134	4	5648bd2f
42241	82ab20aa	2006-12-9 20:3:47	\maps\西南北区\长江源头\雁石洞迷宫\v_096\100_region_s.dat	2100	154	4	48c42c19
42242	82ac665f	2006-12-9 20:3:6	\maps\两湖区\天王帮\天王帮\v_101\092_region_s.dat	2100	175	4	76c4e57
42243	82ad0a98	2006-12-9 20:3:7	\maps\特殊用地\帮会专用\襄阳\v_104\103_region_s.dat	2100	37	4	31e9a22c
42244	82ad0c22	2006-12-9 20:2:57	\maps\江南区\临安\临安\v_099\104_region_s.dat	2100	142	4	f810058c
42245	82ad7e52	2006-12-9 20:3:56	\maps\西南北区\唐门\唐门\v_168\241_region_s.dat	2234	144	4	ef321bb3
42246	82ad891a	2006-12-9 20:3:27	\maps\特殊用地\卫国战争\烽火连城新地图\v_091\104_region_s.dat	2100	43	4	b90ca9a6
42247	82ada7a2	2006-12-9 20:3:27	\maps\特殊用地\山谷战场\v_088\090_region_s.dat	2100	77	4	bc56f5f1
42248	82aecd39	2006-12-9 20:4:21	\maps\中原北区\汴京\汴京\v_099\118_region_s.dat	2100	49	4	6c76656d
42249	82b0334e	2006-12-9 20:2:57	\maps\江南区\罗霄山\罗霄山\v_087\128_region_s.dat	2100	184	4	ab83b29d
42250	82b17c15	2006-12-9 20:3:43	\maps\西北南区\剑阁西北\经皇洞迷宫\v_100\098_region_s.dat	2100	125	4	4adf08ec
42251	82b2100e	2006-12-9 20:3:57	\maps\西南北区\唐门\竹丝洞一层\v_100\097_region_s.dat	2234	213	4	dbb62b15
42252	82b24053	2006-12-9 20:2:57	\maps\江南区\五毒教\入门迷宫\v_087\101_region_s.dat	2100	64	4	75c97d70
42253	82b313d2	2006-12-9 20:3:7	\maps\特殊用地\冲锋战场\v_099\092_region_s.dat	2100	115	4	9a7bf1be
42254	82b4090d	2006-12-9 20:3:8	\maps\特殊用地\剑门关\v_099\083_region_s.dat	2100	105	4	a625b93f
42255	82b49775	2006-12-9 20:3:28	\maps\特殊用地\营寨战场\v_094\087_region_s.dat	2100	170	4	7d77079e
42256	82b587f1	2006-12-9 20:3:54	\maps\西南北区\青城山\响水洞迷宫\v_106\120_region_s.dat	2295	214	4	ff2d598
42257	82b64d80	2006-12-9 20:4:23	\maps\中原北区\伏牛山\天心洞迷宫\v_098\097_region_s.dat	2100	135	4	5ba5bc4b
42258	82b65c67	2011-6-27 18:6:34	\maps\特殊用地\yandibaozangzhunbeiditu\v_128\118_region_s.dat	2100	105	4	d6e50c69
42259	82b6c9c4	2010-11-17 14:38:52	\maps\特殊用地\jianzhong\trap-09号入口\00000.ini	86	81	4	5bd9acf3
42260	82b744e5	2006-12-9 20:4:19	\maps\西南南区\天龙寺\天龙寺\v_092\093_region_s.dat	2100	182	4	55603bf7
42261	82b8d97b	2006-12-9 20:3:57	\maps\西南南区\翠烟门\翠烟\v_043\027_region_s.dat	2100	123	4	d4cc033d
42262	82ba04bd	2011-6-1 10:38:8	\maps\特殊用地\yuegemigu\v_104\150_region_s.dat	2100	211	4	33df3bf1
42263	82ba1c1e	2006-12-9 20:2:57	\maps\江南区\龙泉\v_096\089_region_s.dat	2100	87	4	751c7104
42264	82bb20fa	2011-6-1 10:37:57	\maps\特殊用地\yuegemigu\v_098\111_region_s.dat	2100	67	4	a9a832e5
42265	82bc87ab	2006-12-9 20:3:58	\maps\西南南区\翠烟门\翠烟\v_054\023_region_s.dat	2100	204	4	16b70eb3
42266	82bd90c5	2006-12-9 20:3:59	\maps\西南南区\大理\大理府\v_099\083_region_s.dat	2295	188	4	42b99b85
42267	82be47ef	2006-12-9 20:3:28	\maps\特殊用地\营寨战场\v_081\077_region_s.dat	2100	203	4	37c71d06
42268	82be6365	2006-12-9 20:2:58	\maps\江南区\武夷山\玉华洞迷宫\v_105\089_region_s.dat	2173	201	4	6bbd13cb
42269	82bfbdef	2006-12-9 20:2:58	\maps\江南区\雁荡山\羊角洞迷宫\v_100\109_region_s.dat	2100	115	4	c639e936
42270	82c02d6b	2006-12-9 20:4:2	\maps\西南南区\点苍山\点苍山\v_077\100_region_s.dat	2100	115	4	217332ee
42271	82c0a1a2	2006-12-9 20:2:56	\maps\东北区\临渝关\v_100\126_region_s.dat	2100	195	4	fc980907
42272	82c0d257	2006-12-9 20:2:59	\maps\两湖区\神农架\山宝洞迷宫\v_100\105_region_s.dat	2234	229	4	e42c16c5
42273	82c238cf	2006-12-9 20:4:34	\maps\中原南区\丐帮\丐帮\v_113\091_region_s.dat	2100	140	4	90857494
42274	82c33205	2006-12-9 20:3:44	\maps\西北南区\秦陵\秦始皇陵地下一层\v_105\094_region_s.dat	2173	168	4	ed59ba6d
42275	82c41903	2006-12-9 20:4:41	\maps\中原南区\襄阳\襄阳\v_113\100_region_s.dat	2100	46	4	981e5758
42276	82c67d89	2006-12-9 20:3:28	\maps\西北北区\黄河源头\留仙洞六层\v_099\100_region_s.dat	2100	58	4	82ff3415
42277	82c68211	2006-12-9 20:3:9	\maps\特殊用地\任务用地\同伴剧情任务\百花谷\v_091\096_region_s.dat	2100	212	4	d775508b
42278	82c73374	2006-12-9 20:2:56	\maps\东北区\长白山\长白山南\v_080\089_region_s.dat	2173	102	4	8d419d7e
42279	82c88c04	2006-12-9 20:2:58	\maps\江南区\雁荡山\羊角洞迷宫\v_093\104_region_s.dat	2100	62	4	c6e36202
42280	82ca0592	2006-12-9 20:3:26	\maps\特殊用地\任务用地\信使任务\山神庙\v_099\092_region_s.dat	2100	195	4	b0e08902
42281	82cb4582	2006-12-9 20:4:29	\maps\中原北区\天忍教\天忍教圣洞1\v_096\105_region_s.dat	2100	160	4	48fc90b7
42282	82cdd4ec	2006-12-9 20:4:24	\maps\中原北区\少林派\少林密室\v_099\115_region_s.dat	2100	59	4	6c0268ec
42283	82ce2c94	2006-12-9 20:2:57	\maps\江南区\临安\临安\v_112\088_region_s.dat	2100	78	4	b2967b3d
42284	82cebfbd	2006-12-9 20:3:57	\maps\西南南区\翠烟门\翠烟\v_034\033_region_s.dat	2295	128	4	5ce5dbe5
42285	82cf1b17	2006-12-9 20:2:57	\maps\江南区\武夷山\武夷山\v_083\083_region_s.dat	2173	208	4	e90b5a1f
42286	82cf6b7e	2006-12-9 20:4:21	\maps\中原北区\汴京\汴京\v_102\082_region_s.dat	2100	165	4	76dc0d44
42287	82cfafcc	2006-12-9 20:4:3	\maps\西南南区\石鼓镇\v_089\108_region_s.dat	2234	158	4	30bb32fc
42288	82d18789	2006-12-9 20:3:26	\maps\特殊用地\任务用地\信使任务\千宝库\v_087\090_region_s.dat	2100	164	4	dd1d833f
42289	82d21e7a	2006-12-9 20:2:57	\maps\江南区\五毒教\五毒\v_106\090_region_s.dat	2100	174	4	80a1b96f
42290	82d2a7e5	2006-12-9 20:3:8	\maps\特殊用地\界桥战场\v_099\099_region_s.dat	2100	58	4	abe721b8
42291	82d34eee	2006-12-9 20:4:34	\maps\中原南区\丐帮\丐帮\v_096\109_region_s.dat	2100	44	4	69a4cd0e
42292	82d378e7	2006-12-9 20:3:5	\maps\两湖区\桃花源\v_092\099_region_s.dat	2356	216	4	fd866d28
42293	82d39fd7	2006-12-9 20:2:59	\maps\两湖区\神农架\神农架\v_108\131_region_s.dat	2234	247	4	cc24d955
42294	82d479bf	2006-12-9 20:4:42	\maps\中原南区\扬州\v_101\089_region_s.dat	2173	99	4	858bb31b
42295	82d53ccc	2010-11-10 11:39:32	\maps\特殊用地\tianchimijing1\trap-A1\00000.ini	86	81	4	5bd9acf3
42296	82d6501d	2006-12-9 20:3:57	\maps\西南南区\翠烟门\翠烟\v_033\048_region_s.dat	2478	283	4	366a97a3
42297	82d7d5b4	2006-12-9 20:2:56	\maps\东北区\长白山\长白山北麓\v_126\128_region_s.dat	2100	120	4	d7b7d33c
42298	82d8c59e	2010-5-19 9:57:28	\maps\特殊用地\qichengdazhan\linanzhanchang\v_105\107_region_s.dat	2100	226	4	6fe3553b
42299	82d935fe	2006-12-9 20:4:20	\maps\中原北区\汴京\汴京\v_087\104_region_s.dat	2100	143	4	255edfa5
42300	82d9970a	2006-12-9 20:3:6	\maps\两湖区\武陵山\武陵\v_097\110_region_s.dat	2173	181	4	1ce71b96
42301	82da3b7e	2006-12-9 20:4:21	\maps\中原北区\汴京\铁塔迷宫2\v_097\099_region_s.dat	2100	124	4	3aa5a527
42302	82dc0858	2006-12-9 20:3:9	\maps\特殊用地\任务用地\同伴剧情任务\山贼洞\v_096\111_region_s.dat	2100	37	4	1ab9fbb6
42303	82de6010	2010-5-19 10:3:5	\maps\特殊用地\qichengdazhan\yangzhouzhanchang\v_100\120_region_s.dat	2100	87	4	b751d6d0
42304	82dee709	2006-12-9 20:3:28	\maps\特殊用地\营寨战场\v_092\070_region_s.dat	2100	42	4	26fe1b67
42305	82df5393	2006-12-7 8:13:6	\maps\特殊用地\剑门关ib\v_105\115_region_s.dat	2100	242	4	51f2dd71
42306	82e2a384	2006-12-9 20:2:57	\maps\江南区\五毒教\五毒\v_097\102_region_s.dat	2100	206	4	7c616951
42307	82e48f0d	2006-12-9 20:3:47	\maps\西南北区\成都\成都\v_149\182_region_s.dat	2100	44	4	3fbede8a
42308	82e52ad9	2006-12-9 20:4:33	\maps\中原南区\丐帮\地下迷宫一层\v_099\099_region_s.dat	2295	224	4	a5a13cb2
42309	82e67619	2006-12-9 20:3:40	\maps\西北南区\华山绝顶\v_086\101_region_s.dat	2100	91	4	605845a
42310	82e6d93a	2008-9-28 0:32:54	\maps\特殊用地\古城战场\v_115\125_region_s.dat	2100	175	4	de21a88c
42311	82e8fa96	2006-12-9 20:3:14	\maps\特殊用地\任务用地\信使任务\风之骑\v_084\085_region_s.dat	2100	145	4	bd819256
42312	82e909b9	2006-12-9 20:3:9	\maps\特殊用地\任务用地\同伴剧情任务\山贼洞\v_102\104_region_s.dat	2100	221	4	d56533b9
42313	82e969d7	2006-12-9 20:2:57	\maps\江南区\五毒教\入门迷宫\v_099\091_region_s.dat	2100	99	4	7189f239
42314	82e98e6b	2006-12-9 20:4:21	\maps\中原北区\汴京\汴京\v_098\126_region_s.dat	2100	119	4	a9bfcd1a
42315	82eab752	2006-12-9 20:3:8	\maps\特殊用地\联赛比赛用地\v_106\116_region_s.dat	2100	248	4	23f26412
42316	82ec1aab	2006-12-9 20:4:42	\maps\中原南区\扬州\v_087\122_region_s.dat	2168	162	4	28a17335
42317	82ec36d6	2006-12-9 20:4:33	\maps\中原南区\丐帮\地下迷宫一层\v_096\112_region_s.dat	2100	88	4	1e3764f3
42318	82ec5844	2006-12-9 20:3:35	\maps\西北北区\莫高窟\v_105\119_region_s.dat	2478	183	4	7d6d1344
42319	82ec9d32	2006-12-9 20:2:57	\maps\江南区\武夷山\武夷山\v_088\087_region_s.dat	2100	46	4	e8d6396d
42320	82edab41	2006-12-9 20:4:22	\maps\中原北区\风陵渡\v_088\091_region_s.dat	2100	109	4	33ef0c21
42321	82ef1b72	2006-12-9 20:3:6	\maps\两湖区\天王帮\青螺岛山洞\v_096\107_region_s.dat	2234	219	4	f6de1047
42322	82efaf01	2006-12-9 20:3:8	\maps\特殊用地\联赛比赛用地\v_116\105_region_s.dat	2100	201	4	1e589255
42323	82f0feeb	2008-9-28 0:32:54	\maps\特殊用地\古城战场\v_115\102_region_s.dat	2100	178	4	471e08e7
42324	82f10d10	2006-12-9 20:4:31	\maps\中原南区\大牢\v_101\103_region_s.dat	2100	38	4	f1baa57a
42325	82f1b57a	2006-12-9 20:4:24	\maps\中原北区\少林派\少林密室\v_101\097_region_s.dat	2100	29	4	871f81d4
42326	82f2c3cb	2006-12-9 20:4:31	\maps\中原北区\朱仙镇\v_087\086_region_s.dat	2100	92	4	b5e4de9c
42327	82f2e4fc	2006-12-9 20:3:36	\maps\西北北区\沙漠迷宫\沙漠山洞1\v_100\080_region_s.dat	2100	68	4	256ffbee
42328	82f38781	2006-12-9 20:3:35	\maps\西北北区\莫高窟\v_105\081_region_s.dat	2100	161	4	f416b1f5
42329	82f49ddc	2010-11-17 16:17:34	\maps\特殊用地\jianzhong\trap-32右边界\00000.ini	86	81	4	5bd9acf3
42330	82f4df23	2006-12-9 20:3:8	\maps\特殊用地\梦境\v_093\105_region_s.dat	125	55	4	8d6a9535
42331	82f4e701	2006-12-9 20:4:38	\maps\中原南区\武当派\武当派\v_093\108_region_s.dat	2100	209	4	eecc34e1
42332	82f50f5d	2006-12-9 20:3:47	\maps\西北南区\永乐镇\v_109\105_region_s.dat	2100	33	4	903ac8c3
42333	82f56ff3	2006-12-9 20:4:23	\maps\中原北区\剑阁中原\v_090\112_region_s.dat	2356	158	4	d032f919
42334	82f78162	2006-12-9 20:2:56	\maps\东北区\长白山\长白山南\v_087\091_region_s.dat	2100	75	4	711e9444
42335	82f929c4	2006-12-9 20:3:45	\maps\西北南区\永乐镇\v_088\104_region_s.dat	2100	164	4	cae550d
42336	82f97146	2006-12-9 20:4:5	\maps\西南南区\天龙寺\天龙寺\v_085\081_region_s.dat	2100	68	4	55ae04fe
42337	82f9926c	2010-5-19 9:24:10	\maps\特殊用地\qichengdazhan\chengduzhanchang\v_114\106_region_s.dat	2100	179	4	7c39029
42338	82fabcfe	2006-12-9 20:2:57	\maps\江南区\五毒教\入门迷宫\v_094\102_region_s.dat	2234	201	4	501548fb
42339	82fad090	2006-12-9 20:2:58	\maps\江南区\雁荡山\雁荡山\v_098\065_region_s.dat	2100	128	4	6dcf1047
42340	82fbb411	2006-12-9 20:3:59	\maps\西南南区\大理\大理府\v_099\101_region_s.dat	2318	231	4	c7e1a611
42341	82fd5227	2006-12-9 20:4:32	\maps\中原南区\伏牛山\伏牛山东\v_104\125_region_s.dat	2100	169	4	7dd80b1b
42342	82fd79e4	2006-12-9 20:4:21	\maps\中原北区\汴京\铁塔迷宫3\v_096\109_region_s.dat	2356	240	4	ec577046
42343	82fda057	2006-12-9 20:3:27	\maps\特殊用地\卫国战争\烽火连城新地图\v_105\094_region_s.dat	2100	224	4	7d634dc1
42344	82fe0d52	2010-11-19 10:2:55	\maps\特殊用地\tianchimijing4\v_101\103_region_s.dat	2100	23	4	46b0156b
42345	82fe5a88	2006-12-9 20:3:28	\maps\西北北区\黄河源头\留仙洞五层\v_106\098_region_s.dat	2234	149	4	4c351ca6
42346	82fe66d4	2006-12-9 20:2:58	\maps\两湖区\南岳镇\v_102\106_region_s.dat	2100	97	4	7691960b
42347	82fe7daf	2006-12-9 20:3:28	\maps\特殊用地\营寨战场\v_081\082_region_s.dat	2100	166	4	4174cd2e
42348	82ffd5f5	2006-12-9 20:3:28	\maps\西北北区\黄河源头\黄河源头\v_104\104_region_s.dat	2234	203	4	9cb1e7a4
42349	82ffe6a9	2006-12-9 20:3:49	\maps\西南北区\剑阁西南\v_128\219_region_s.dat	2100	36	4	8c6fb0a0
42350	83001108	2006-12-9 20:3:36	\maps\西北北区\药王谷\雪豹洞八层\v_102\101_region_s.dat	2173	185	4	d7e46f87
42351	83001d20	2006-12-9 20:3:6	\maps\两湖区\天王帮\青螺岛山洞\v_098\112_region_s.dat	2100	52	4	7d58f72
42352	83002d90	2006-12-9 20:3:26	\maps\特殊用地\森林战场\v_080\091_region_s.dat	2100	63	4	f33adf88
42353	83022c32	2006-12-7 8:13:6	\maps\特殊用地\剑门关ib\v_102\111_region_s.dat	2100	223	4	bd142811
42354	83023439	2006-12-9 20:2:58	\maps\江南区\雁荡山\羊角洞迷宫\v_103\109_region_s.dat	2100	89	4	8a6db938
42355	8302b8eb	2006-12-9 20:4:29	\maps\中原北区\天忍教\天忍教圣洞1\v_102\108_region_s.dat	2100	92	4	92a5c63a
42356	83037c94	2006-12-9 20:2:59	\maps\两湖区\神农架\神农架\v_100\106_region_s.dat	2100	197	4	9b20bf5a
42357	83050503	2006-12-9 20:3:48	\maps\西南北区\成都\成都\v_158\191_region_s.dat	2100	246	4	624fb967
42358	83061228	2006-12-9 20:3:27	\maps\特殊用地\卫国战争\烽火连城新地图\v_099\143_region_s.dat	2100	51	4	5eb1049f
42359	8306f5bb	2006-12-9 20:3:39	\maps\西北南区\华山\华山\v_127\154_region_s.dat	2100	196	4	70eb656e
42360	8307a332	2006-12-9 20:3:29	\maps\西北北区\昆仑派\昆仑派\v_097\104_region_s.dat	2356	161	4	e0d881e6
42361	8307d0a0	2006-12-9 20:4:2	\maps\西南南区\点苍山\点苍山洞二层\v_091\089_region_s.dat	2136	128	4	be92bdf1
42362	8308756a	2006-12-9 20:3:8	\maps\特殊用地\春节地图\v_099\104_region_s.dat	2100	177	4	5f8c37b6
42363	8308c8e4	2010-11-17 14:30:52	\maps\特殊用地\jianzhong\trap-40号入口\00000.ini	86	81	4	5bd9acf3
42364	83090341	2006-12-9 20:2:59	\maps\两湖区\神农架\神农架\v_115\125_region_s.dat	2100	226	4	bc6ceff9
42365	83098f30	2006-12-9 20:2:58	\maps\江南区\雁荡山\雁荡山\v_095\038_region_s.dat	2100	130	4	6dcd7034
42366	8309efe5	2006-12-9 20:4:43	\maps\中原南区\扬州.wor	298	211	4	a7ad251a
42367	830a1912	2006-12-9 20:3:8	\maps\特殊用地\河滨战场\v_086\098_region_s.dat	2100	117	4	ce91659b
42368	830ac034	2006-12-9 20:2:56	\maps\江南区\临安\临安\v_078\068_region_s.dat	2173	116	4	74a69b6e
42369	830c7647	2010-5-19 10:1:48	\maps\特殊用地\qichengdazhan\bianjingzhanchang\v_115\119_region_s.dat	2100	38	4	50e95b1e
42370	830c8704	2006-12-9 20:3:39	\maps\西北南区\华山\华山\v_106\150_region_s.dat	2100	65	4	79bb2e50
42371	830c8923	2006-12-9 20:3:36	\maps\西北北区\沙漠迷宫\沙漠山洞1\v_106\088_region_s.dat	2100	41	4	956a6035
42372	830c9a80	2006-12-9 20:3:7	\maps\特殊用地\长歌门禁地\v_099\107_region_s.dat	2100	104	4	ee3cb19c
42373	830d4e8a	2011-6-27 18:6:25	\maps\特殊用地\yandibaozangzhunbeiditu\v_125\139_region_s.dat	2100	98	4	e19d9875
42374	830e2553	2006-12-9 20:3:54	\maps\西南北区\青城山\响水洞迷宫\v_107\121_region_s.dat	2100	151	4	a789b203
42375	830e2d87	2006-12-9 20:4:22	\maps\中原北区\伏牛山\伏牛山西\v_089\132_region_s.dat	2478	299	4	5b65893e
42376	830e3743	2006-12-9 20:3:44	\maps\西北南区\剑阁西北\经皇洞迷宫\v_110\097_region_s.dat	2100	71	4	8ee1a37a
42377	830f2cf3	2006-12-9 20:3:40	\maps\西北南区\华山绝顶\v_093\103_region_s.dat	2100	104	4	d946ad9b
42378	830f679c	2006-12-9 20:3:6	\maps\两湖区\武陵山\伏流洞迷宫\v_088\094_region_s.dat	2100	195	4	e208164a
42379	830fa1bf	2006-12-9 20:3:28	\maps\特殊用地\营寨战场\v_091\082_region_s.dat	2100	172	4	5e18059b
42380	83103782	2006-12-9 20:2:56	\maps\东北区\长白山\长白山北麓\v_122\106_region_s.dat	2173	71	4	4bb228cd
42381	8312084d	2006-12-9 20:3:3	\maps\两湖区\神农架\燕子洞迷宫\v_111\108_region_s.dat	2100	170	4	480f1fe2
42382	8312bf92	2006-12-9 20:2:57	\maps\江南区\临安\临安\v_094\117_region_s.dat	2173	129	4	4690d3a2
42383	8312d70a	2006-12-9 20:4:22	\maps\中原北区\风陵渡\v_077\071_region_s.dat	2100	196	4	cbc3619d
42384	83146148	2006-12-9 20:3:26	\maps\特殊用地\任务用地\信使任务\山神庙\v_084\088_region_s.dat	2100	143	4	cea659c6
42385	831463ef	2006-12-9 20:3:26	\maps\特殊用地\森林战场\v_090\092_region_s.dat	2100	43	4	975876ec
42386	83156629	2006-12-9 20:3:44	\maps\西北南区\秦陵\秦陵\v_081\140_region_s.dat	2100	83	4	eb30524f
42387	831638b5	2006-12-9 20:3:47	\maps\西南北区\长江源头\雁石洞迷宫\v_100\101_region_s.dat	2100	104	4	9bdddf5d
42388	831654eb	2006-12-9 20:4:28	\maps\中原北区\宋金战场\v_115\093_region_s.dat	2100	121	4	ac93e560
42389	83179084	2006-12-9 20:4:38	\maps\中原南区\武当派\井底迷宫\v_096\094_region_s.dat	2173	156	4	fba5e845
42390	83184d83	2006-12-9 20:2:56	\maps\东北区\长白山\长白山脚\v_070\079_region_s.dat	2173	68	4	56906bb7
42391	83189792	2006-12-9 20:4:36	\maps\中原南区\蜀冈山\荐菊洞密宫\v_098\107_region_s.dat	2347	296	4	6bb5ea1f
42392	83191069	2006-12-9 20:3:35	\maps\西北北区\莫高窟\v_098\116_region_s.dat	2295	121	4	3165e05b
42393	83194094	2006-12-9 20:3:44	\maps\西北南区\秦陵\秦陵\v_086\150_region_s.dat	2100	152	4	bdbd4526
42394	831aa22b	2006-12-9 20:4:22	\maps\中原北区\风陵渡\v_081\087_region_s.dat	2173	93	4	f33f5e72
42395	831c99c8	2006-12-9 20:3:38	\maps\西北南区\凤翔\v_101\103_region_s.dat	2100	245	4	9fa44f2a
42396	831cc481	2006-12-9 20:3:48	\maps\西南北区\成都\成都\v_164\211_region_s.dat	2100	216	4	53b52879
42397	831ccbd3	2008-7-3 12:22:16	\maps\特殊用地\金石山战场\v_123\120_region_s.dat	2100	223	4	b2c20a9f
42398	831ccdf2	2006-12-9 20:3:28	\maps\特殊用地\营寨战场\v_090\079_region_s.dat	2100	169	4	3782cd5c
42399	831d4dd0	2006-12-9 20:3:46	\maps\西北南区\永乐镇\v_099\104_region_s.dat	2225	326	4	9d3ea06e
42400	831d5d37	2006-12-9 20:3:53	\maps\西南北区\青城山\青城山\v_134\125_region_s.dat	2173	134	4	cbfc9451
